,date,dog
90,2022-04-01,74
91,2022-04-02,0
92,2022-04-03,0
93,2022-04-04,70
94,2022-04-05,0
95,2022-04-06,67
96,2022-04-07,0
97,2022-04-08,0
98,2022-04-09,0
99,2022-04-10,0
100,2022-04-11,0
101,2022-04-12,0
102,2022-04-13,0
103,2022-04-14,0
104,2022-04-15,0
105,2022-04-16,0
106,2022-04-17,0
107,2022-04-18,0
108,2022-04-19,0
109,2022-04-20,76
110,2022-04-21,73
111,2022-04-22,0
112,2022-04-23,0
113,2022-04-24,0
114,2022-04-25,0
115,2022-04-26,0
116,2022-04-27,0
117,2022-04-28,0
118,2022-04-29,0
119,2022-04-30,0
120,2022-05-01,0
121,2022-05-02,0
122,2022-05-03,0
123,2022-05-04,0
124,2022-05-05,69
125,2022-05-06,0
126,2022-05-07,0
127,2022-05-08,0
128,2022-05-09,0
129,2022-05-10,0
130,2022-05-11,0
131,2022-05-12,0
132,2022-05-13,0
133,2022-05-14,0
134,2022-05-15,0
135,2022-05-16,0
136,2022-05-17,0
137,2022-05-18,0
138,2022-05-19,0
139,2022-05-20,73
140,2022-05-21,0
141,2022-05-22,0
142,2022-05-23,0
143,2022-05-24,0
144,2022-05-25,0
145,2022-05-26,0
146,2022-05-27,0
147,2022-05-28,0
148,2022-05-29,0
149,2022-05-30,0
150,2022-05-31,0
151,2022-06-01,0
152,2022-06-02,0
153,2022-06-03,0
154,2022-06-04,0
155,2022-06-05,0
156,2022-06-06,0
157,2022-06-07,0
158,2022-06-08,75
159,2022-06-09,0
160,2022-06-10,76
161,2022-06-11,0
162,2022-06-12,0
163,2022-06-13,0
164,2022-06-14,0
165,2022-06-15,0
166,2022-06-16,0
167,2022-06-17,0
168,2022-06-18,0
169,2022-06-19,0
170,2022-06-20,0
171,2022-06-21,0
172,2022-06-22,81
173,2022-06-23,0
174,2022-06-24,76
175,2022-06-25,0
176,2022-06-26,0
177,2022-06-27,0
178,2022-06-28,0
179,2022-06-29,80
180,2022-06-30,0
181,2022-07-01,0
182,2022-07-02,0
183,2022-07-03,0
184,2022-07-04,0
185,2022-07-05,0
186,2022-07-06,0
187,2022-07-07,0
188,2022-07-08,0
189,2022-07-09,0
190,2022-07-10,0
191,2022-07-11,0
192,2022-07-12,0
193,2022-07-13,0
194,2022-07-14,0
195,2022-07-15,0
196,2022-07-16,0
197,2022-07-17,0
198,2022-07-18,77
199,2022-07-19,0
200,2022-07-20,0
201,2022-07-21,0
202,2022-07-22,0
203,2022-07-23,0
204,2022-07-24,0
205,2022-07-25,0
206,2022-07-26,0
207,2022-07-27,0
208,2022-07-28,76
209,2022-07-29,0
210,2022-07-30,0
211,2022-07-31,0
212,2022-08-01,77
213,2022-08-02,0
214,2022-08-03,0
215,2022-08-04,76
216,2022-08-05,0
217,2022-08-06,0
218,2022-08-07,0
219,2022-08-08,0
220,2022-08-09,0
221,2022-08-10,0
222,2022-08-11,0
223,2022-08-12,0
224,2022-08-13,89
225,2022-08-14,0
226,2022-08-15,76
227,2022-08-16,76
228,2022-08-17,76
229,2022-08-18,74
230,2022-08-19,78
231,2022-08-20,82
232,2022-08-21,91
233,2022-08-22,75
234,2022-08-23,75
235,2022-08-24,74
236,2022-08-25,71
237,2022-08-26,93
238,2022-08-27,100
239,2022-08-28,86
240,2022-08-29,72
241,2022-08-30,70
242,2022-08-31,70
243,2022-09-01,71
244,2022-09-02,71
245,2022-09-03,81
246,2022-09-04,89
247,2022-09-05,88
248,2022-09-06,68
249,2022-09-07,68
250,2022-09-08,0
251,2022-09-08,0
252,2022-09-09,76
253,2022-09-10,90
254,2022-09-11,94
255,2022-09-12,81
256,2022-09-13,80
257,2022-09-14,82
258,2022-09-15,81
259,2022-09-16,82
260,2022-09-17,93
261,2022-09-18,92
262,2022-09-19,80
263,2022-09-20,78
264,2022-09-21,85
265,2022-09-22,84
266,2022-09-23,80
267,2022-09-24,96
268,2022-09-25,96
269,2022-09-26,80
270,2022-09-27,78
271,2022-09-28,80
272,2022-09-29,78
273,2022-09-30,79
274,2022-10-01,90
275,2022-10-02,88
276,2022-10-03,79
277,2022-10-04,78
278,2022-10-05,79
279,2022-10-06,83
280,2022-10-07,87
281,2022-10-08,100
282,2022-10-09,100
283,2022-10-10,83
284,2022-10-11,81
285,2022-10-12,82
286,2022-10-13,84
287,2022-10-14,82
288,2022-10-15,93
289,2022-10-16,92
290,2022-10-17,81
291,2022-10-18,83
292,2022-10-19,82
293,2022-10-20,81
294,2022-10-21,80
295,2022-10-22,98
296,2022-10-23,94
297,2022-10-24,78
298,2022-10-25,80
299,2022-10-26,86
300,2022-10-27,76
301,2022-10-28,79
302,2022-10-29,92
303,2022-10-30,91
304,2022-10-31,79
305,2022-11-01,75
306,2022-11-02,79
307,2022-11-03,79
308,2022-11-04,78
309,2022-11-05,89
310,2022-11-06,91
311,2022-11-07,76
312,2022-11-08,73
313,2022-11-09,68
314,2022-11-10,74
315,2022-11-11,80
316,2022-11-12,91
